ctg002420_pilon_1	scaffold_MT	96.377	138	3	1	135423	135558	17838	17975	9.91e-59	226
ctg002430_pilon_1	scaffold_MT	95.238	126	6	0	2761788	2761913	2481	2356	4.62e-50	200
ctg002430_pilon_1	scaffold_MT	93.750	128	1	4	135496	135616	4350	4223	1.29e-45	185
ctg002430_pilon_1	scaffold_MT	91.597	119	2	3	4309837	4309954	17274	17163	2.82e-37	158
ctg002550_pilon_1	scaffold_MT	87.473	455	27	8	77653	78084	17825	18272	2.19e-140	497
ctg002550_pilon_1	scaffold_MT	80.277	289	18	10	153083	153339	18031	18312	2.50e-45	182
ctg002590_pilon_1	scaffold_MT	89.560	182	12	4	776118	776292	11590	11771	4.30e-58	224
ctg002780_pilon_1	scaffold_MT	93.258	178	11	1	2216771	2216947	626	803	8.58e-69	261
ctg002780_pilon_1	scaffold_MT	93.023	129	1	1	472323	472443	18075	18203	6.88e-45	182
ctg002810_pilon_1	scaffold_MT	84.247	146	9	8	780288	780420	5365	5221	4.01e-29	130
ctg002860_pilon_1	scaffold_MT	88.983	118	5	7	10503	10618	6084	5973	2.39e-33	139
ctg002880_pilon_1	scaffold_MT	99.246	398	2	1	155857	156254	14294	13898	0.0	717
ctg002880_pilon_1	scaffold_MT	100.000	111	0	0	155013	155123	14395	14285	5.00e-53	206
ctg003000_pilon_1	scaffold_MT	99.000	100	1	0	3053946	3054045	15762	15861	4.31e-44	180
ctg003000_pilon_1	scaffold_MT	83.832	167	19	5	3750123	3750289	16078	16236	9.39e-36	152
ctg003000_pilon_1	scaffold_MT	100.000	79	0	0	3053871	3053949	1154	1076	4.37e-34	147
ctg003000_pilon_1	scaffold_MT	91.667	108	0	2	2487027	2487125	10366	10259	2.03e-32	141
ctg003010_pilon_1	scaffold_MT	100.000	156	0	0	2020104	2020259	12654	12809	1.03e-76	289
ctg003010_pilon_1	scaffold_MT	98.969	97	1	0	5278489	5278585	8597	8501	3.01e-42	174
ctg003010_pilon_1	scaffold_MT	94.595	111	6	0	5006782	5006892	1066	1176	1.08e-41	172
ctg003010_pilon_1	scaffold_MT	91.803	122	6	3	5557020	5557137	515	394	5.03e-40	167
ctg003010_pilon_1	scaffold_MT	100.000	64	0	0	2020255	2020318	12757	12694	1.43e-25	119
ctg003010_pilon_1	scaffold_MT	100.000	38	0	0	2518798	2518835	5174	5211	4.06e-11	71.3
ctg003110_pilon_1	scaffold_MT	99.038	104	1	0	978474	978577	4248	4351	7.85e-47	187
ctg003120_pilon_1	scaffold_MT	100.000	104	0	0	742036	742139	5819	5922	2.82e-48	193
ctg003120_pilon_1	scaffold_MT	89.583	96	10	0	892923	893018	1604	1509	3.75e-27	122
ctg003160_pilon_1	scaffold_MT	91.096	146	13	0	122916	123061	11828	11973	8.84e-50	198
ctg003370_pilon_1	scaffold_MT	88.172	279	14	5	90570	90839	2343	2075	3.07e-86	315
ctg003370_pilon_1	scaffold_MT	88.017	242	10	8	1	236	2329	2101	2.42e-72	268
ctg003370_pilon_1	scaffold_MT	91.765	85	1	2	90838	90922	2050	1972	1.20e-25	113
ctg003500_pilon_1	scaffold_MT	96.364	55	1	1	386816	386869	7718	7772	1.42e-17	89.8
ctg003520_pilon_1	scaffold_MT	85.294	136	11	8	833660	833786	18811	18676	6.74e-30	132
ctg003530_pilon_1	scaffold_MT	95.238	105	3	1	1373738	1373840	10159	10263	8.29e-40	165
ctg003630_pilon_1	scaffold_MT	99.818	19277	24	10	25903	45168	19277	1	0.0	35394
ctg003630_pilon_1	scaffold_MT	99.699	19278	23	30	6659	25902	19277	1	0.0	35246
ctg003630_pilon_1	scaffold_MT	99.496	11714	28	25	45169	56863	19277	7576	0.0	21276
ctg003630_pilon_1	scaffold_MT	99.087	6684	16	30	1	6658	6665	1	0.0	11963
